,ORIGIN_AIRPORT,DESTINATION_AIRPORT,ARRIVAL_DELAY
2186,JAX,EWR,346
2187,JAX,FLL,272
2188,JAX,HOU,143
2189,JAX,IAD,5
2190,JAX,IAH,248
2191,JAX,JFK,373
2192,JAX,LAS,21
2193,JAX,LGA,49
2194,JAX,MDW,106
2195,JAX,MIA,127
2196,JAX,MSP,70
2197,JAX,ORD,265
2198,JAX,PHL,107
2199,JFK,ABQ,113
2200,JFK,ACK,92
2201,JFK,ATL,608
2202,JFK,AUS,582
2203,JFK,BNA,112
2204,JFK,BOS,1936
2205,JFK,BQN,221
2206,JFK,BTV,389
2207,JFK,BUF,873
2208,JFK,BUR,101
2209,JFK,BWI,124
2210,JFK,CHS,419
2211,JFK,CLE,80
2212,JFK,CLT,876
2213,JFK,CMH,194
2214,JFK,CVG,109
2215,JFK,DCA,408
2216,JFK,DEN,305
2217,JFK,DFW,150
2218,JFK,DTW,115
2219,JFK,EGE,47
2220,JFK,FLL,1703
2221,JFK,HNL,165
2222,JFK,HOU,120
2223,JFK,HYA,29
2224,JFK,IAD,349
2225,JFK,IND,53
2226,JFK,JAC,2
2227,JFK,JAX,401
2228,JFK,LAS,1283
2229,JFK,LAX,3857
2230,JFK,LGB,201
2231,JFK,MCO,1918
2232,JFK,MIA,1359
2233,JFK,MSP,257
2234,JFK,MSY,347
2235,JFK,MVY,32
2236,JFK,OAK,94
2237,JFK,ORD,641
2238,JFK,ORF,54
2239,JFK,PBI,767
2240,JFK,PDX,376
2241,JFK,PHX,848
2242,JFK,PIT,40
2243,JFK,PSE,179
2244,JFK,PSP,12
2245,JFK,PWM,436
2246,JFK,RDU,551
2247,JFK,RNO,57
2248,JFK,ROC,412
2249,JFK,RSW,446
2250,JFK,SAN,586
2251,JFK,SAT,76
2252,JFK,SAV,251
2253,JFK,SEA,832
2254,JFK,SFO,2798
2255,JFK,SJC,103
2256,JFK,SJU,1677
2257,JFK,SLC,687
2258,JFK,SMF,90
2259,JFK,SRQ,101
2260,JFK,STT,169
2261,JFK,SYR,428
2262,JFK,TPA,835
2263,JLN,DFW,260
2264,JMS,DEN,99
2265,JMS,DVL,161
2266,JNU,ANC,390
2267,JNU,GST,40
2268,JNU,KTN,79
2269,JNU,PSG,171
2270,JNU,SEA,545
2271,JNU,SIT,259
2272,JNU,YAK,128
2273,KOA,ANC,9
2274,KOA,DEN,16
2275,KOA,HNL,2470
2276,KOA,LAX,424
2277,KOA,OAK,66
2278,KOA,OGG,276
2279,KOA,PDX,29
2280,KOA,PHX,46
2281,KOA,SAN,8
2282,KOA,SEA,173
2283,KOA,SFO,162
2284,KOA,SJC,38
2285,KTN,JNU,110
2286,KTN,SEA,527
2287,KTN,SIT,116
2288,KTN,WRG,127
2289,LAN,ATL,8
2290,LAN,DTW,130
2291,LAN,MSP,206
2292,LAN,ORD,306
2293,LAR,DEN,132
2294,LAS,ABQ,536
2295,LAS,ALB,131
2296,LAS,AMA,105
2297,LAS,ANC,19
2298,LAS,ATL,1243
2299,LAS,AUS,531
2300,LAS,BDL,129
2301,LAS,BHM,149
2302,LAS,BLI,38
2303,LAS,BNA,352
2304,LAS,BOI,308
2305,LAS,BOS,450
2306,LAS,BUF,185
2307,LAS,BUR,1220
2308,LAS,BWI,670
2309,LAS,CAK,15
2310,LAS,CLE,487
2311,LAS,CLT,574
2312,LAS,CMH,225
2313,LAS,CVG,272
2314,LAS,DAL,578
2315,LAS,DCA,93
2316,LAS,DEN,2310
2317,LAS,DFW,1498
2318,LAS,DSM,120
2319,LAS,DTW,1007
2320,LAS,ELP,322
2321,LAS,EWR,425
2322,LAS,FLL,617
2323,LAS,FNT,133
2324,LAS,GEG,236
2325,LAS,HNL,455
2326,LAS,HOU,563
2327,LAS,IAD,371
2328,LAS,IAH,1011
2329,LAS,ICT,134
2330,LAS,IND,386
2331,LAS,JAX,59
2332,LAS,JFK,1376
2333,LAS,LAX,4974
2334,LAS,LBB,201
2335,LAS,LBE,73
2336,LAS,LGB,423
2337,LAS,LIT,126
2338,LAS,MAF,263
2339,LAS,MCI,632
2340,LAS,MCO,467
2341,LAS,MDW,1014
2342,LAS,MEM,11
2343,LAS,MIA,589
2344,LAS,MKE,399
2345,LAS,MSP,794
2346,LAS,MSY,271
2347,LAS,OAK,1439
2348,LAS,OKC,308
2349,LAS,OMA,351
2350,LAS,ONT,720
2351,LAS,ORD,1509
2352,LAS,PDX,884
2353,LAS,PHL,774
2354,LAS,PHX,2218
2355,LAS,PIT,197
2356,LAS,RDU,144
2357,LAS,RNO,1170
2358,LAS,SAN,2052
2359,LAS,SAT,545
2360,LAS,SDF,160
2361,LAS,SEA,1693
2362,LAS,SFO,3134
2363,LAS,SJC,1154
2364,LAS,SLC,1420
2365,LAS,SMF,1013
2366,LAS,SNA,1025
2367,LAS,STL,501
2368,LAS,TPA,278
2369,LAS,TUL,155
2370,LAS,TUS,483
2371,LAW,DFW,429
2372,LAX,ABQ,933
2373,LAX,ANC,88
2374,LAX,ASE,394
2375,LAX,ATL,2117
2376,LAX,AUS,1065
2377,LAX,BNA,705
2378,LAX,BOI,307
2379,LAX,BOS,1348
2380,LAX,BWI,395
2381,LAX,BZN,77
2382,LAX,CLD,203
2383,LAX,CLE,271
2384,LAX,CLT,869
2385,LAX,CMH,207
2386,LAX,COS,296
2387,LAX,CVG,210
2388,LAX,DAL,1188
2389,LAX,DCA,318
2390,LAX,DEN,2405
2391,LAX,DFW,2526
2392,LAX,DTW,855
2393,LAX,EGE,28
2394,LAX,ELP,468
2395,LAX,EUG,217
2396,LAX,EWR,1505
2397,LAX,FAT,986
2398,LAX,FLL,1029
2399,LAX,GEG,68
2400,LAX,HDN,31
2401,LAX,HNL,2485
2402,LAX,HOU,828
2403,LAX,IAD,1070
2404,LAX,IAH,1965
2405,LAX,ICT,37
2406,LAX,IND,310
2407,LAX,ITO,102
2408,LAX,JAC,100
2409,LAX,JFK,3972
2410,LAX,KOA,495
2411,LAX,LAS,4195
2412,LAX,LIH,471
2413,LAX,MCI,453
2414,LAX,MCO,963
2415,LAX,MDW,831
2416,LAX,MEM,84
2417,LAX,MIA,1408
2418,LAX,MKE,164
2419,LAX,MRY,569
2420,LAX,MSN,1
2421,LAX,MSP,1190
2422,LAX,MSY,700
2423,LAX,MTJ,19
2424,LAX,OAK,2821
2425,LAX,OGG,1025
2426,LAX,OKC,137
2427,LAX,OMA,21
2428,LAX,ORD,2995
2429,LAX,PBI,43
2430,LAX,PDX,958
2431,LAX,PHL,676
2432,LAX,PHX,3567
2433,LAX,PIT,123
2434,LAX,PSP,279
2435,LAX,RDM,89
2436,LAX,RDU,278
2437,LAX,RNO,874
2438,LAX,SAF,95
2439,LAX,SAN,1817
2440,LAX,SAT,692
2441,LAX,SBA,508
2442,LAX,SBP,461
2443,LAX,SEA,2929
2444,LAX,SFO,5845
2445,LAX,SJC,2837
2446,LAX,SLC,2300
2447,LAX,SMF,2586
2448,LAX,SMX,66
2449,LAX,STL,572
2450,LAX,TPA,299
2451,LAX,TUS,1247
2452,LBB,AUS,58
2453,LBB,DAL,490
2454,LBB,DEN,238
2455,LBB,DFW,307
2456,LBB,HOU,5
2457,LBB,IAH,357
2458,LBB,LAS,95
2459,LBE,FLL,86
2460,LBE,LAS,56
2461,LBE,MCO,157
2462,LBE,MYR,50
2463,LBE,ORD,78
2464,LBE,RSW,26
2465,LBE,TPA,20
2466,LCH,DFW,282
2467,LCH,IAH,211
2468,LEX,ATL,707
2469,LEX,DFW,248
2470,LEX,DTW,130
2471,LEX,IAH,134
2472,LEX,LGA,13
2473,LEX,MSP,40
2474,LEX,ORD,521
2475,LFT,ATL,548
2476,LFT,DEN,59
2477,LFT,DFW,593
2478,LFT,IAH,752
2479,LGA,ATL,2686
2480,LGA,BGR,18
2481,LGA,BHM,224
2482,LGA,BNA,908
2483,LGA,BOS,2711
2484,LGA,BTV,16
2485,LGA,BUF,148
2486,LGA,BZN,3
2487,LGA,CAE,166
2488,LGA,CAK,208
2489,LGA,CHO,153
2490,LGA,CHS,51
2491,LGA,CLE,790
2492,LGA,CLT,1320
2493,LGA,CMH,645
2494,LGA,CVG,29
2495,LGA,DAL,746
2496,LGA,DAY,185
2497,LGA,DCA,1662
2498,LGA,DEN,1182
2499,LGA,DFW,1422
2500,LGA,DSM,1
2501,LGA,DTW,1715
2502,LGA,EYW,1
2503,LGA,FLL,2098
2504,LGA,GRR,98
2505,LGA,GSO,531
2506,LGA,GSP,2
2507,LGA,HOU,265
2508,LGA,IAD,96
2509,LGA,IAH,727
2510,LGA,ILM,42
2511,LGA,IND,63
2512,LGA,JAX,37
2513,LGA,LEX,14
2514,LGA,LIT,66
2515,LGA,MCI,295
2516,LGA,MCO,1532
2517,LGA,MDW,783
2518,LGA,MEM,15
2519,LGA,MHT,68
2520,LGA,MIA,2231
2521,LGA,MKE,411
2522,LGA,MSN,62
2523,LGA,MSP,755
2524,LGA,MSY,162
2525,LGA,MYR,357
2526,LGA,OMA,67
2527,LGA,ORD,3154
2528,LGA,ORF,217
2529,LGA,PBI,1152
2530,LGA,PHL,41
2531,LGA,PIT,75
2532,LGA,PWM,16
2533,LGA,RDU,858
2534,LGA,RIC,511
2535,LGA,ROC,63
2536,LGA,RSW,276
2537,LGA,SAV,163
2538,LGA,SDF,176
2539,LGA,SRQ,195
2540,LGA,STL,604
2541,LGA,SYR,30
2542,LGA,TPA,669
2543,LGA,TVC,16
2544,LGA,TYS,44
2545,LGA,XNA,209
2546,LGB,ANC,62
2547,LGB,AUS,156
2548,LGB,BOS,106
2549,LGB,JFK,231
2550,LGB,LAS,397
2551,LGB,OAK,256
2552,LGB,PDX,251
2553,LGB,PHX,1
2554,LGB,SEA,295
2555,LGB,SFO,457
2556,LGB,SLC,528
2557,LGB,SMF,235
2558,LIH,DEN,7
2559,LIH,HNL,2080
2560,LIH,LAX,317
2561,LIH,OAK,30
2562,LIH,OGG,578
2563,LIH,PDX,20
2564,LIH,PHX,49
2565,LIH,SAN,41
2566,LIH,SEA,149
2567,LIH,SFO,91
2568,LIH,SJC,25
2569,LIT,ATL,460
2570,LIT,BWI,126
2571,LIT,DAL,336
2572,LIT,DEN,227
2573,LIT,DFW,621
2574,LIT,DTW,70
2575,LIT,IAH,632
2576,LIT,LAS,111
2577,LIT,LGA,47
2578,LIT,MDW,128
2579,LIT,ORD,797
2580,LIT,PHX,76
2581,LNK,ATL,67
2582,LNK,DEN,221
2583,LNK,MSP,179
2584,LNK,ORD,417
2585,LRD,DFW,407
2586,LRD,IAH,257
2587,LSE,MSP,119
2588,LSE,ORD,299
2589,LWS,SLC,97
2590,MAF,DAL,607
2591,MAF,DEN,308
2592,MAF,DFW,517
2593,MAF,HOU,331
2594,MAF,IAH,655
2595,MAF,LAS,176
2596,MBS,ATL,7
2597,MBS,DTW,146
2598,MBS,MSP,25
2599,MBS,ORD,345
2600,MCI,ABQ,132
2601,MCI,ATL,925
2602,MCI,BNA,378
2603,MCI,BOS,267
2604,MCI,BWI,270
2605,MCI,CLT,461
2606,MCI,CVG,18
2607,MCI,DAL,814
2608,MCI,DCA,222
2609,MCI,DEN,884
2610,MCI,DFW,952
2611,MCI,DLH,1
2612,MCI,DTW,417
2613,MCI,EWR,217
2614,MCI,FLL,85
2615,MCI,HOU,188
2616,MCI,IAD,1
2617,MCI,IAH,677
2618,MCI,IND,270
2619,MCI,LAS,508
2620,MCI,LAX,424
2621,MCI,LGA,270
2622,MCI,LNK,1
2623,MCI,MCO,308
2624,MCI,MDW,773
2625,MCI,MIA,80
2626,MCI,MKE,224
2627,MCI,MSP,686
2628,MCI,MSY,91
2629,MCI,OAK,106
2630,MCI,ORD,833
2631,MCI,PDX,89
2632,MCI,PHX,670
2633,MCI,RSW,6
2634,MCI,SAN,163
2635,MCI,SEA,168
2636,MCI,SFO,234
2637,MCI,SLC,104
2638,MCI,SNA,14
2639,MCI,STL,362
2640,MCI,TPA,176
2641,MCO,ABQ,22
2642,MCO,ACY,341
2643,MCO,ALB,245
2644,MCO,ATL,2436
2645,MCO,AUS,297
2646,MCO,BDL,637
2647,MCO,BHM,192
2648,MCO,BMI,25
2649,MCO,BNA,489
2650,MCO,BOS,1192
2651,MCO,BQN,200
2652,MCO,BUF,601
2653,MCO,BWI,1140
2654,MCO,CAK,184
2655,MCO,CLE,540
2656,MCO,CLT,1081
2657,MCO,CMH,363
2658,MCO,CVG,339
2659,MCO,DAL,225
2660,MCO,DAY,145
2661,MCO,DCA,1200
2662,MCO,DEN,985
2663,MCO,DFW,1290
2664,MCO,DTW,885
2665,MCO,EWR,1780
2666,MCO,FLL,283
2667,MCO,FNT,125
2668,MCO,GRR,103
2669,MCO,HOU,374
2670,MCO,HPN,540
2671,MCO,IAD,759
2672,MCO,IAH,1034
2673,MCO,ILG,41
2674,MCO,IND,474
2675,MCO,ISP,384
2676,MCO,JFK,2253
2677,MCO,LAS,293
2678,MCO,LAX,872
2679,MCO,LBE,176
2680,MCO,LGA,1599
2681,MCO,MCI,305
2682,MCO,MDT,25
2683,MCO,MDW,861
2684,MCO,MEM,138
2685,MCO,MHT,249
2686,MCO,MIA,1185
2687,MCO,MKE,479
2688,MCO,MSN,5
2689,MCO,MSP,542
2690,MCO,MSY,386
2691,MCO,OMA,44
2692,MCO,ORD,1845
2693,MCO,ORF,173
2694,MCO,ORH,66
2695,MCO,PHL,2106
2696,MCO,PHX,454
2697,MCO,PIT,612
2698,MCO,PSE,185
2699,MCO,PVD,860
2700,MCO,PWM,1
2701,MCO,RDU,336
2702,MCO,RIC,332
2703,MCO,ROC,126
2704,MCO,SAN,130
2705,MCO,SAT,164
2706,MCO,SDF,136
2707,MCO,SEA,169
2708,MCO,SFO,249
2709,MCO,SJU,1567
2710,MCO,SLC,414
2711,MCO,STL,537
2712,MCO,SWF,113
2713,MCO,SYR,154
2714,MCO,TTN,234
2715,MDT,ATL,212
2716,MDT,CLT,42
2717,MDT,DEN,2
2718,MDT,DTW,123
2719,MDT,MCO,30
2720,MDT,ORD,462
2721,MDW,ABQ,267
2722,MDW,ALB,323
2723,MDW,ATL,1378
2724,MDW,AUS,362
2725,MDW,BDL,374
2726,MDW,BHM,234
2727,MDW,BNA,796
2728,MDW,BOI,43
2729,MDW,BOS,662
2730,MDW,BUF,378
2731,MDW,BWI,808
2732,MDW,CHS,191
2733,MDW,CLE,740
2734,MDW,CLT,272
2735,MDW,CMH,761
2736,MDW,DAL,694
2737,MDW,DCA,885
2738,MDW,DEN,994
2739,MDW,DSM,262
2740,MDW,DTW,1036
2741,MDW,EWR,744
2742,MDW,FLL,454
2743,MDW,GEG,33
2744,MDW,GSP,273
2745,MDW,HOU,821
2746,MDW,IAD,221
2747,MDW,ICT,233
2748,MDW,JAX,130
2749,MDW,LAS,1048
2750,MDW,LAX,814
2751,MDW,LGA,977
2752,MDW,LIT,143
2753,MDW,MCI,951
2754,MDW,MCO,905
2755,MDW,MEM,263
2756,MDW,MHT,349
2757,MDW,MSP,1297
2758,MDW,MSY,296
2759,MDW,OAK,444
2760,MDW,OKC,100
2761,MDW,OMA,751
2762,MDW,ONT,137
2763,MDW,ORF,252
2764,MDW,PBI,1
2765,MDW,PDX,264
2766,MDW,PHL,783
2767,MDW,PHX,875
2768,MDW,PIT,683
2769,MDW,PNS,3
2770,MDW,PVD,353
2771,MDW,PWM,2
2772,MDW,RDU,402
2773,MDW,RNO,89
2774,MDW,ROC,261
2775,MDW,RSW,393
2776,MDW,SAN,524
2777,MDW,SAT,316
2778,MDW,SDF,472
2779,MDW,SEA,501
2780,MDW,SFO,327
2781,MDW,SJC,126
2782,MDW,SLC,309
2783,MDW,SMF,177
2784,MDW,SNA,76
2785,MDW,STL,911
2786,MDW,TPA,541
2787,MDW,TTN,33
2788,MDW,TUL,141
2789,MDW,TUS,220
2790,MEI,DFW,131
2791,MEI,PIB,193
2792,MEM,ATL,865
2793,MEM,AUS,2
2794,MEM,BWI,155
2795,MEM,CLT,292
2796,MEM,CVG,53
2797,MEM,DAL,174
2798,MEM,DEN,309
2799,MEM,DFW,283
2800,MEM,DTW,101
2801,MEM,EWR,280
2802,MEM,HOU,205
2803,MEM,IAD,24
2804,MEM,IAH,623
2805,MEM,LAS,7
2806,MEM,LAX,68
2807,MEM,LGA,10
2808,MEM,MCO,126
2809,MEM,MDW,175
2810,MEM,MIA,43
2811,MEM,MSP,154
2812,MEM,ORD,753
2813,MEM,SLC,10
2814,MEM,TPA,113
2815,MFE,DFW,407
2816,MFE,IAH,551
2817,MFR,DEN,164
2818,MFR,SFO,483
2819,MFR,SLC,112
2820,MGM,ATL,942
2821,MGM,DFW,339
2822,MHK,DFW,311
2823,MHK,ORD,198
2824,MHT,ATL,33
2825,MHT,BWI,635
2826,MHT,DTW,102
2827,MHT,EWR,275
2828,MHT,FLL,4
2829,MHT,LAS,4
2830,MHT,LGA,58
2831,MHT,MCO,159
2832,MHT,MDW,226
2833,MHT,ORD,175
2834,MHT,PHX,1
2835,MHT,TPA,99
2836,MIA,ATL,1675
2837,MIA,AUS,83
2838,MIA,BDL,182
2839,MIA,BHM,218
2840,MIA,BNA,16
2841,MIA,BOS,1056
2842,MIA,BWI,481
2843,MIA,CHS,105
2844,MIA,CLE,107
2845,MIA,CLT,763
2846,MIA,CMH,223
2847,MIA,CVG,202
2848,MIA,DCA,1296
2849,MIA,DEN,667
2850,MIA,DFW,1294
2851,MIA,DTW,391
2852,MIA,EGE,31
2853,MIA,EWR,1122
2854,MIA,EYW,165
2855,MIA,GNV,225
2856,MIA,GSO,63
2857,MIA,IAD,398
2858,MIA,IAH,1097
2859,MIA,JAX,107
2860,MIA,JFK,1532
2861,MIA,LAS,451
2862,MIA,LAX,1220
2863,MIA,LGA,2631
2864,MIA,MCI,108
2865,MIA,MCO,1488
2866,MIA,MEM,46
2867,MIA,MSP,357
2868,MIA,MSY,290
2869,MIA,OKC,1
2870,MIA,ORD,1548
2871,MIA,ORF,99
2872,MIA,PHL,1184
2873,MIA,PHX,197
2874,MIA,PNS,199
2875,MIA,RDU,411
2876,MIA,RIC,21
2877,MIA,SAN,176
2878,MIA,SAT,80
2879,MIA,SEA,154
2880,MIA,SFO,416
2881,MIA,SJU,1106
2882,MIA,SLC,60
2883,MIA,STL,300
2884,MIA,STT,494
2885,MIA,STX,257
2886,MIA,TLH,127
2887,MIA,TPA,776
2888,MIA,TUL,24
2889,MKE,ATL,776
2890,MKE,BOS,263
2891,MKE,BWI,261
2892,MKE,CLE,180
2893,MKE,CVG,165
2894,MKE,DAL,77
2895,MKE,DCA,245
2896,MKE,DEN,633
2897,MKE,DFW,321
2898,MKE,DTW,570
2899,MKE,EWR,390
2900,MKE,FLL,68
2901,MKE,IAH,335
2902,MKE,LAS,269
2903,MKE,LAX,114
2904,MKE,LGA,409
2905,MKE,MCI,158
2906,MKE,MCO,371
2907,MKE,MSP,816
2908,MKE,MSY,29
2909,MKE,ORD,1909
2910,MKE,PHX,434
2911,MKE,RSW,155
2912,MKE,SAN,4
2913,MKE,SEA,149
2914,MKE,SFO,125
2915,MKE,STL,164
2916,MKE,TPA,168
2917,MKE,TTN,1
2918,MKG,ORD,235
2919,MLB,ATL,345
2920,MLI,ATL,363
2921,MLI,DEN,63
2922,MLI,DFW,347
2923,MLI,DTW,83
2924,MLI,MSP,36
2925,MLI,ORD,502
2926,MLU,ATL,540
2927,MLU,DFW,334
2928,MLU,IAH,265
2929,MMH,DEN,5
2930,MMH,SFO,52
2931,MOB,ATL,957
2932,MOB,DFW,431
2933,MOB,IAH,494
2934,MOB,ORD,119
2935,MOT,DEN,282
2936,MOT,MSP,297
2937,MQT,DTW,12
2938,MQT,ORD,79
2939,MRY,LAX,623
2940,MRY,PHX,213
2941,MRY,SFO,200
2942,MSN,ATL,215
2943,MSN,BOS,1
2944,MSN,CID,1
2945,MSN,CVG,15
2946,MSN,DEN,213
2947,MSN,DFW,355
2948,MSN,DTW,381
2949,MSN,EWR,108
2950,MSN,LGA,50
2951,MSN,MCO,6
2952,MSN,MSP,376
2953,MSN,ORD,998
2954,MSN,SFO,1
2955,MSN,SLC,37
2956,MSO,ATL,8
2957,MSO,DEN,206
2958,MSO,MSP,79
2959,MSO,ORD,1
2960,MSO,SEA,10
2961,MSO,SFO,16
2962,MSO,SLC,262
2963,MSP,ABQ,75
2964,MSP,ABR,163
2965,MSP,ALB,66
2966,MSP,ANC,260
2967,MSP,ASE,15
2968,MSP,ATL,1296
2969,MSP,ATW,191
2970,MSP,AUS,66
2971,MSP,AZO,44
2972,MSP,BDL,209
2973,MSP,BIL,120
2974,MSP,BIS,503
2975,MSP,BJI,154
2976,MSP,BMI,26
2977,MSP,BNA,387
2978,MSP,BOI,255
2979,MSP,BOS,514
2980,MSP,BRD,103
2981,MSP,BUF,60
2982,MSP,BWI,298
2983,MSP,BZN,176
2984,MSP,CID,312
2985,MSP,CLE,271
2986,MSP,CLT,634
2987,MSP,CMH,151
2988,MSP,CVG,217
2989,MSP,CWA,8
2990,MSP,DAY,201
2991,MSP,DCA,497
2992,MSP,DEN,1905
2993,MSP,DFW,925
2994,MSP,DIK,112
2995,MSP,DLH,162
2996,MSP,DSM,78
2997,MSP,DTW,915
2998,MSP,EGE,1
2999,MSP,EWR,468
3000,MSP,FAI,50
3001,MSP,FAR,540
3002,MSP,FCA,53
3003,MSP,FLL,194
3004,MSP,FNT,159
3005,MSP,FSD,487
3006,MSP,FWA,146
3007,MSP,GEG,216
3008,MSP,GFK,227
3009,MSP,GRB,326
3010,MSP,GRR,308
3011,MSP,GTF,85
3012,MSP,HIB,169
3013,MSP,HLN,58
3014,MSP,HNL,12
3015,MSP,IAD,192
3016,MSP,IAH,830
3017,MSP,ICT,255
3018,MSP,IDA,12
3019,MSP,IMT,53
3020,MSP,IND,220
3021,MSP,INL,58
3022,MSP,ISN,270
3023,MSP,JAC,39
3024,MSP,JAX,57
3025,MSP,JFK,233
3026,MSP,LAN,159
3027,MSP,LAS,878
3028,MSP,LAX,1209
3029,MSP,LEX,29
3030,MSP,LGA,784
3031,MSP,LNK,124
3032,MSP,LSE,133
3033,MSP,MBS,26
3034,MSP,MCI,648
3035,MSP,MCO,579
3036,MSP,MDW,1036
3037,MSP,MEM,98
3038,MSP,MIA,257
3039,MSP,MKE,655
3040,MSP,MLI,24
3041,MSP,MOT,318
3042,MSP,MSN,371
3043,MSP,MSO,87
3044,MSP,MSY,58
3045,MSP,OKC,155
3046,MSP,OMA,443
3047,MSP,ORD,2707
3048,MSP,ORF,44
3049,MSP,PDX,393
3050,MSP,PHL,739
3051,MSP,PHX,1373
3052,MSP,PIA,11
3053,MSP,PIT,157
3054,MSP,PSC,92
3055,MSP,PSP,46
3056,MSP,RAP,447
3057,MSP,RDU,133
3058,MSP,RHI,180
3059,MSP,RIC,195
3060,MSP,RNO,5
3061,MSP,ROC,46
3062,MSP,RST,140
3063,MSP,RSW,291
3064,MSP,SAN,289
3065,MSP,SAT,100
3066,MSP,SBN,189
3067,MSP,SDF,44
3068,MSP,SEA,1040
3069,MSP,SFO,878
3070,MSP,SJC,125
3071,MSP,SJU,15
3072,MSP,SLC,533
3073,MSP,SMF,173
3074,MSP,SNA,230
3075,MSP,STL,792
3076,MSP,SYR,53
3077,MSP,TPA,333
3078,MSP,TTN,108
3079,MSP,TUL,211
3080,MSP,TUS,36
3081,MSP,TVC,48
3082,MSP,XNA,187
3083,MSY,ATL,1725
3084,MSY,AUS,122
3085,MSY,BNA,309
3086,MSY,BOS,139
3087,MSY,BWI,241
3088,MSY,CLT,533
3089,MSY,DAL,735
3090,MSY,DCA,230
3091,MSY,DEN,584
3092,MSY,DFW,788
3093,MSY,DTW,429
3094,MSY,EWR,408
3095,MSY,FLL,434
3096,MSY,HOU,890
3097,MSY,IAD,27
3098,MSY,IAH,886
3099,MSY,JFK,364
3100,MSY,LAS,178
3101,MSY,LAX,573
3102,MSY,LGA,198
3103,MSY,MCI,90
3104,MSY,MCO,418
3105,MSY,MDW,316
3106,MSY,MIA,186
3107,MSY,MKE,28
3108,MSY,MSP,156
3109,MSY,OAK,53
3110,MSY,ORD,565
3111,MSY,PHL,132
3112,MSY,PHX,137
3113,MSY,SAN,104
3114,MSY,SAT,41
3115,MSY,SEA,116
3116,MSY,SFO,88
3117,MSY,SLC,79
3118,MSY,STL,166
3119,MSY,TPA,311
3120,MTJ,ATL,13
3121,MTJ,DEN,110
3122,MTJ,DFW,35
3123,MTJ,EWR,10
3124,MTJ,IAH,43
3125,MTJ,LAX,13
3126,MTJ,LGA,1
3127,MTJ,ORD,54
3128,MTJ,PHX,21
3129,MTJ,SFO,8
3130,MVY,BOS,27
3131,MVY,JFK,43
3132,MYR,ACY,124
3133,MYR,ATL,441
3134,MYR,BOS,93
3135,MYR,BWI,80
3136,MYR,CLE,60
3137,MYR,CLT,2
3138,MYR,CRW,25
3139,MYR,DFW,35
3140,MYR,DTW,109
3141,MYR,EWR,1
3142,MYR,FLL,167
3143,MYR,IAG,44
3144,MYR,LBE,67
3145,MYR,LGA,325
3146,MYR,ORD,126
3147,MYR,PBG,32
3148,MYR,PHL,100
3149,OAJ,ATL,416
3150,OAK,ABQ,370
3151,OAK,ATL,38
3152,OAK,AUS,160
3153,OAK,BNA,84
3154,OAK,BOI,282
3155,OAK,BOS,54
3156,OAK,BUR,1474
3157,OAK,BWI,158
3158,OAK,CMH,51
3159,OAK,DAL,285
3160,OAK,DEN,600
3161,OAK,DFW,143
3162,OAK,FLL,1
3163,OAK,GEG,278
3164,OAK,HNL,201
3165,OAK,HOU,264
3166,OAK,IAH,124
3167,OAK,JFK,113
3168,OAK,KOA,99
3169,OAK,LAS,1376
3170,OAK,LAX,3395
3171,OAK,LGB,288
3172,OAK,LIH,52
3173,OAK,MCI,134
3174,OAK,MDW,375
3175,OAK,MSY,112
3176,OAK,OGG,233
3177,OAK,ONT,934
3178,OAK,ORD,149
3179,OAK,PDX,742
3180,OAK,PHX,1121
3181,OAK,SAN,1625
3182,OAK,SEA,1401
3183,OAK,SLC,682
3184,OAK,SNA,1011
3185,OGG,ANC,17
3186,OGG,BLI,18
3187,OGG,DEN,49
3188,OGG,DFW,107
3189,OGG,HNL,3765
3190,OGG,ITO,197
3191,OGG,KOA,336
3192,OGG,LAX,866
3193,OGG,LIH,680
3194,OGG,OAK,190
3195,OGG,ORD,62
3196,OGG,PDX,141
3197,OGG,PHX,116
3198,OGG,SAN,80
3199,OGG,SEA,529
3200,OGG,SFO,475
3201,OGG,SJC,190
3202,OGG,SMF,53
3203,OKC,ATL,469
3204,OKC,BWI,104
3205,OKC,DAL,314
3206,OKC,DEN,631
3207,OKC,DFW,822
3208,OKC,DTW,103
3209,OKC,EWR,70
3210,OKC,FLL,1
3211,OKC,HOU,462
3212,OKC,IAD,2
3213,OKC,IAH,459
3214,OKC,LAS,204
3215,OKC,LAX,164
3216,OKC,MDW,105
3217,OKC,MIA,1
3218,OKC,MSP,163
3219,OKC,ORD,686
3220,OKC,PHX,230
3221,OKC,SEA,32
3222,OKC,SFO,105
3223,OKC,SLC,146
3224,OKC,STL,167
3225,OMA,ATL,352
3226,OMA,DAL,24
3227,OMA,DCA,1
3228,OMA,DEN,767
3229,OMA,DFW,426
3230,OMA,DTW,183
3231,OMA,EWR,266
3232,OMA,IAH,519
3233,OMA,LAS,224
3234,OMA,LAX,24
3235,OMA,LGA,45
3236,OMA,MCO,27
3237,OMA,MDW,525
3238,OMA,MSP,518
3239,OMA,ORD,746
3240,OMA,PDX,1
3241,OMA,PHX,411
3242,OMA,SEA,100
3243,OMA,SLC,135
3244,OMA,STL,294
3245,OME,ANC,289
3246,OME,OTZ,21
3247,ONT,ATL,1
3248,ONT,DEN,420
3249,ONT,DFW,427
3250,ONT,IAH,166
