,ORIGIN_AIRPORT,DESTINATION_AIRPORT,TOTAL_FLIGHTS,ARRIVAL_DELAY,DELAY_RATIO
4345,SLC,MSN,203,48,0.236
4346,SLC,MSO,999,290,0.29
4347,SLC,MSP,1851,512,0.277
4348,SLC,MSY,304,104,0.342
4349,SLC,OAK,2103,679,0.323
4350,SLC,OKC,603,226,0.375
4351,SLC,OMA,479,181,0.378
4352,SLC,ONT,940,267,0.284
4353,SLC,ORD,2593,1025,0.395
4354,SLC,PDX,2332,726,0.311
4355,SLC,PHL,602,181,0.301
4356,SLC,PHX,5449,1766,0.324
4357,SLC,PIH,650,217,0.334
4358,SLC,PSC,931,218,0.234
4359,SLC,PSP,745,181,0.243
4360,SLC,RAP,418,102,0.244
4361,SLC,RDM,593,89,0.15
4362,SLC,RKS,30,4,0.133
4363,SLC,RNO,953,252,0.264
4364,SLC,SAN,2259,666,0.295
4365,SLC,SAT,555,182,0.328
4366,SLC,SEA,3450,1310,0.38
4367,SLC,SFO,2924,1181,0.404
4368,SLC,SGU,1192,593,0.497
4369,SLC,SJC,1659,404,0.244
4370,SLC,SMF,1477,423,0.286
4371,SLC,SNA,1561,377,0.242
4372,SLC,STL,475,142,0.299
4373,SLC,SUN,598,154,0.258
4374,SLC,TPA,1,1,1.0
4375,SLC,TUL,288,97,0.337
4376,SLC,TUS,939,239,0.255
4377,SLC,TWF,806,337,0.418
4378,SLC,VEL,197,19,0.096
4379,SLC,WYS,207,119,0.575
4380,SLC,XNA,1,0,0.0
4381,SMF,ATL,552,196,0.355
4382,SMF,BOS,48,30,0.625
4383,SMF,BUR,2055,751,0.365
4384,SMF,CLT,192,88,0.458
4385,SMF,DAL,237,38,0.16
4386,SMF,DEN,2359,789,0.334
4387,SMF,DFW,1293,454,0.351
4388,SMF,HNL,334,193,0.578
4389,SMF,IAD,232,56,0.241
4390,SMF,IAH,634,246,0.388
4391,SMF,JFK,279,119,0.427
4392,SMF,LAS,2496,969,0.388
4393,SMF,LAX,5490,2876,0.524
4394,SMF,LGB,655,228,0.348
4395,SMF,MDW,406,137,0.337
4396,SMF,MSP,539,148,0.275
4397,SMF,OGG,333,72,0.216
4398,SMF,ONT,2029,773,0.381
4399,SMF,ORD,524,165,0.315
4400,SMF,PDX,1575,578,0.367
4401,SMF,PHL,75,36,0.48
4402,SMF,PHX,3148,1099,0.349
4403,SMF,SAN,2771,1180,0.426
4404,SMF,SEA,3416,1378,0.403
4405,SMF,SFO,1536,762,0.496
4406,SMF,SLC,1472,501,0.34
4407,SMF,SNA,2108,786,0.373
4408,SMX,LAX,247,108,0.437
4409,SMX,SFO,405,95,0.235
4410,SNA,ATL,961,211,0.22
4411,SNA,AUS,156,60,0.385
4412,SNA,DAL,527,198,0.376
4413,SNA,DEN,3300,1173,0.355
4414,SNA,DFW,2797,952,0.34
4415,SNA,EWR,758,127,0.168
4416,SNA,HOU,385,167,0.434
4417,SNA,IAH,1438,455,0.316
4418,SNA,LAS,2393,930,0.389
4419,SNA,MCI,40,20,0.5
4420,SNA,MDW,153,37,0.242
4421,SNA,MSP,914,167,0.183
4422,SNA,OAK,2470,903,0.366
4423,SNA,ORD,2118,653,0.308
4424,SNA,PDX,1138,288,0.253
4425,SNA,PHX,3810,1395,0.366
4426,SNA,SEA,2745,748,0.272
4427,SNA,SFO,4212,1864,0.443
4428,SNA,SJC,2672,984,0.368
4429,SNA,SLC,1563,341,0.218
4430,SNA,SMF,2118,807,0.381
4431,SNA,STL,40,6,0.15
4432,SPI,DFW,563,185,0.329
4433,SPI,ORD,954,318,0.333
4434,SPS,DFW,1170,412,0.352
4435,SRQ,ATL,1921,418,0.218
4436,SRQ,BOS,174,76,0.437
4437,SRQ,DTW,75,21,0.28
4438,SRQ,EWR,98,48,0.49
4439,SRQ,JFK,324,93,0.287
4440,SRQ,LGA,420,235,0.56
4441,SRQ,ORD,306,99,0.324
4442,STC,ORD,77,38,0.494
4443,STL,ATL,3495,920,0.263
4444,STL,AUS,156,61,0.391
4445,STL,BNA,619,226,0.365
4446,STL,BOS,670,273,0.407
4447,STL,BWI,1166,409,0.351
4448,STL,CLE,478,123,0.257
4449,STL,CLT,932,406,0.436
4450,STL,CMH,590,283,0.48
4451,STL,CVG,48,13,0.271
4452,STL,DAL,2084,885,0.425
4453,STL,DCA,950,346,0.364
4454,STL,DEN,1849,639,0.346
4455,STL,DFW,2473,840,0.34
4456,STL,DTW,1313,507,0.386
4457,STL,ECP,163,62,0.38
4458,STL,EWR,1777,732,0.412
4459,STL,FLL,491,203,0.413
4460,STL,GRR,322,179,0.556
4461,STL,HOU,1204,481,0.4
4462,STL,IAD,9,3,0.333
4463,STL,IAH,581,213,0.367
4464,STL,LAS,1419,433,0.305
4465,STL,LAX,1452,409,0.282
4466,STL,LGA,1502,642,0.427
4467,STL,MCI,1187,458,0.386
4468,STL,MCO,1514,516,0.341
4469,STL,MDW,2062,764,0.371
4470,STL,MIA,598,283,0.473
4471,STL,MKE,591,219,0.371
4472,STL,MSP,2243,875,0.39
4473,STL,MSY,566,218,0.385
4474,STL,OKC,417,128,0.307
4475,STL,OMA,917,293,0.32
4476,STL,ORD,2710,993,0.366
4477,STL,PDX,150,20,0.133
4478,STL,PHL,617,291,0.472
4479,STL,PHX,2113,727,0.344
4480,STL,PIA,0,0,
4481,STL,RDU,482,252,0.523
4482,STL,RSW,539,204,0.378
4483,STL,SAN,184,38,0.207
4484,STL,SAT,617,240,0.389
4485,STL,SEA,481,171,0.356
4486,STL,SFO,872,335,0.384
4487,STL,SLC,477,108,0.226
4488,STL,SNA,40,12,0.3
4489,STL,TPA,726,262,0.361
4490,STL,TTN,3,2,0.667
4491,STL,TUL,332,106,0.319
4492,STT,ATL,623,128,0.205
4493,STT,BOS,119,57,0.479
4494,STT,CLT,317,120,0.379
4495,STT,EWR,233,94,0.403
4496,STT,FLL,305,113,0.37
4497,STT,IAD,146,49,0.336
4498,STT,IAH,22,6,0.273
4499,STT,JFK,538,166,0.309
4500,STT,MIA,927,321,0.346
4501,STT,ORD,45,20,0.444
4502,STT,PHL,173,87,0.503
4503,STT,SJU,723,197,0.272
4504,STX,ATL,36,11,0.306
4505,STX,CLT,29,21,0.724
4506,STX,MIA,535,220,0.411
4507,STX,SJU,332,109,0.328
4508,SUN,DEN,109,48,0.44
4509,SUN,SFO,152,67,0.441
4510,SUN,SLC,606,139,0.229
4511,SUX,ORD,589,189,0.321
4512,SWF,DTW,19,7,0.368
4513,SWF,FLL,329,102,0.31
4514,SWF,LGA,0,0,
4515,SWF,MCO,325,146,0.449
4516,SWF,PBI,2,2,1.0
4517,SWF,RSW,1,1,1.0
4518,SWF,TPA,2,2,1.0
4519,SYR,ATL,957,188,0.196
4520,SYR,CLT,589,171,0.29
4521,SYR,DCA,31,10,0.323
4522,SYR,DTW,254,38,0.15
4523,SYR,EWR,495,222,0.448
4524,SYR,IAD,25,12,0.48
4525,SYR,JFK,979,295,0.301
4526,SYR,LGA,70,28,0.4
4527,SYR,MCO,332,83,0.25
4528,SYR,MSP,171,36,0.211
4529,SYR,ORD,1544,509,0.33
4530,TLH,ATL,2086,597,0.286
4531,TLH,DFW,631,244,0.387
4532,TLH,MIA,424,116,0.274
4533,TOL,ORD,897,220,0.245
4534,TPA,ACY,332,169,0.509
4535,TPA,ALB,382,143,0.374
4536,TPA,ATL,7020,2103,0.3
4537,TPA,AUS,333,78,0.234
4538,TPA,BDL,938,391,0.417
4539,TPA,BHM,626,221,0.353
4540,TPA,BNA,1195,419,0.351
4541,TPA,BOS,1081,498,0.461
4542,TPA,BUF,555,203,0.366
4543,TPA,BWI,2145,791,0.369
4544,TPA,CAK,369,157,0.425
4545,TPA,CLE,533,165,0.31
4546,TPA,CLT,2869,1012,0.353
4547,TPA,CMH,674,245,0.364
4548,TPA,CVG,313,81,0.259
4549,TPA,DAL,668,204,0.305
4550,TPA,DAY,117,47,0.402
4551,TPA,DCA,2644,758,0.287
4552,TPA,DEN,1569,419,0.267
4553,TPA,DFW,2448,806,0.329
4554,TPA,DTW,2125,671,0.316
4555,TPA,EWR,2065,826,0.4
4556,TPA,FLL,1887,642,0.34
4557,TPA,FNT,230,90,0.391
4558,TPA,GRR,160,55,0.344
4559,TPA,HOU,956,318,0.333
4560,TPA,HPN,322,135,0.419
4561,TPA,IAD,981,322,0.328
4562,TPA,IAH,1739,637,0.366
4563,TPA,ILG,34,13,0.382
4564,TPA,IND,902,340,0.377
4565,TPA,ISP,477,168,0.352
4566,TPA,JFK,2486,917,0.369
4567,TPA,LAS,571,127,0.222
4568,TPA,LAX,601,234,0.389
4569,TPA,LBE,87,36,0.414
4570,TPA,LGA,1898,800,0.421
4571,TPA,MCI,490,183,0.373
4572,TPA,MDW,1429,499,0.349
4573,TPA,MEM,331,126,0.381
4574,TPA,MHT,441,174,0.395
4575,TPA,MIA,1984,768,0.387
4576,TPA,MKE,616,229,0.372
4577,TPA,MSP,1066,300,0.281
4578,TPA,MSY,967,303,0.313
4579,TPA,ORD,2382,844,0.354
4580,TPA,ORF,9,1,0.111
4581,TPA,PHL,2344,934,0.398
4582,TPA,PHX,991,339,0.342
4583,TPA,PIT,838,314,0.375
4584,TPA,PVD,669,205,0.306
4585,TPA,RDU,857,263,0.307
4586,TPA,ROC,310,141,0.455
4587,TPA,SAT,325,112,0.345
4588,TPA,SDF,373,121,0.324
4589,TPA,SEA,333,139,0.417
4590,TPA,SFO,1,0,0.0
4591,TPA,SJU,1086,507,0.467
4592,TPA,SLC,1,0,0.0
4593,TPA,STL,724,235,0.325
4594,TPA,TTN,178,94,0.528
4595,TRI,ATL,1906,631,0.331
4596,TTN,ATL,321,161,0.502
4597,TTN,BNA,2,2,1.0
4598,TTN,CLT,293,117,0.399
4599,TTN,CVG,3,3,1.0
4600,TTN,DTW,215,68,0.316
4601,TTN,FLL,224,67,0.299
4602,TTN,IND,2,2,1.0
4603,TTN,MCO,477,211,0.442
4604,TTN,MDW,44,25,0.568
4605,TTN,MKE,2,1,0.5
4606,TTN,MSP,153,101,0.66
4607,TTN,ORD,221,69,0.312
4608,TTN,PBI,54,19,0.352
4609,TTN,RDU,273,88,0.322
4610,TTN,RSW,160,45,0.281
4611,TTN,STL,3,2,0.667
4612,TTN,TPA,181,93,0.514
4613,TTN,UST,143,53,0.371
4614,TUL,ATL,1508,523,0.347
4615,TUL,AUS,1,1,1.0
4616,TUL,DAL,920,312,0.339
4617,TUL,DEN,1436,469,0.327
4618,TUL,DFW,2560,794,0.31
4619,TUL,DTW,221,85,0.385
4620,TUL,EWR,3,0,0.0
4621,TUL,HOU,916,358,0.391
4622,TUL,IAD,5,1,0.2
4623,TUL,IAH,1753,552,0.315
4624,TUL,LAS,333,130,0.39
4625,TUL,MDW,326,66,0.202
4626,TUL,MIA,47,21,0.447
4627,TUL,MSP,430,246,0.572
4628,TUL,ORD,2033,740,0.364
4629,TUL,PHX,587,170,0.29
4630,TUL,SLC,289,78,0.27
4631,TUL,STL,333,116,0.348
4632,TUS,ATL,612,146,0.239
4633,TUS,DEN,1856,626,0.337
4634,TUS,DFW,2135,538,0.252
4635,TUS,HOU,8,2,0.25
4636,TUS,IAH,1127,442,0.392
4637,TUS,LAS,1102,353,0.32
4638,TUS,LAX,2612,1144,0.438
4639,TUS,MDW,492,117,0.238
4640,TUS,MSP,178,55,0.309
4641,TUS,ORD,596,170,0.285
4642,TUS,PDX,214,39,0.182
4643,TUS,PHX,1142,375,0.328
4644,TUS,SAN,911,327,0.359
4645,TUS,SEA,371,92,0.248
4646,TUS,SFO,628,261,0.416
4647,TUS,SLC,938,197,0.21
4648,TVC,ATL,32,13,0.406
4649,TVC,DTW,753,200,0.266
4650,TVC,EWR,26,8,0.308
4651,TVC,LGA,46,14,0.304
4652,TVC,MSP,109,56,0.514
4653,TVC,ORD,1694,534,0.315
4654,TWF,SLC,805,213,0.265
4655,TXK,DFW,918,327,0.356
4656,TYR,DFW,1532,648,0.423
4657,TYR,IAH,667,169,0.253
4658,TYS,ATL,1696,542,0.32
4659,TYS,CLL,0,0,
4660,TYS,DEN,280,102,0.364
4661,TYS,DFW,1565,791,0.505
4662,TYS,DTW,66,12,0.182
4663,TYS,EWR,296,52,0.176
4664,TYS,IAD,21,10,0.476
4665,TYS,IAH,755,290,0.384
4666,TYS,LEX,0,0,
4667,TYS,LGA,61,46,0.754
4668,TYS,ORD,2014,820,0.407
4669,UST,IAD,3,2,0.667
4670,UST,TTN,141,59,0.418
4671,VEL,SLC,200,23,0.115
4672,VLD,ATL,925,359,0.388
4673,VPS,ATL,2191,517,0.236
4674,VPS,DFW,1678,750,0.447
4675,VPS,IAH,875,277,0.317
4676,WRG,KTN,324,130,0.401
4677,WRG,PSG,325,106,0.326
4678,WYS,SLC,208,58,0.279
4679,XNA,ATL,1555,578,0.372
4680,XNA,CVG,187,75,0.401
4681,XNA,DEN,364,135,0.371
4682,XNA,DFW,2141,975,0.455
4683,XNA,EWR,207,123,0.594
4684,XNA,IAH,1049,382,0.364
4685,XNA,LGA,480,211,0.44
4686,XNA,MSP,458,232,0.507
4687,XNA,ORD,2470,985,0.399
4688,XNA,SFO,51,31,0.608
4689,XNA,SLC,1,0,0.0
4690,YAK,CDV,325,94,0.289
4691,YAK,JNU,325,65,0.2
4692,YUM,PHX,1854,627,0.338
